protocol	downlink	uplink	throughput	delay	avg_capacity
SPROUT	 Verizon-LTE-short.down	 Verizon-LTE-short.up	3.55	88	5.04SPROUT	 ATT-LTE-driving.down	 ATT-LTE-driving.up	3.50	151	5.19SPROUT	 TMobile-UMTS-driving.down	 TMobile-UMTS-driving.up	0.97	1139	2.03SPROUT	 Verizon-EVDO-driving.down	 Verizon-EVDO-driving.up	0.24	2121	0.52SPROUT	 Verizon-LTE-driving.down	 Verizon-LTE-driving.up	6.11	142	9.74TCP VEGAS	 Verizon-LTE-short.down	 Verizon-LTE-short.up	4.23	534	5.04TCP VEGAS	 ATT-LTE-driving.down	 ATT-LTE-driving.up	2.37	502	5.19TCP VEGAS	 TMobile-UMTS-driving.down	 TMobile-UMTS-driving.up	1.55	2309	2.03TCP VEGAS	 Verizon-EVDO-driving.down	 Verizon-EVDO-driving.up	0.35	2718	0.52TCP VEGAS	 Verizon-LTE-driving.down	 Verizon-LTE-driving.up	6.63	204	9.91TCP CUBIC	 Verizon-LTE-short.down	 Verizon-LTE-short.up	5.03	7925	5.04TCP CUBIC	 ATT-LTE-driving.down	 ATT-LTE-driving.up	5.18	9461	5.19TCP CUBIC	 TMobile-UMTS-driving.down	 TMobile-UMTS-driving.up	2.02	28411	2.03TCP CUBIC	 Verizon-EVDO-driving.down	 Verizon-EVDO-driving.up	0.52	106219	0.52TCP CUBIC	 Verizon-LTE-driving.down	 Verizon-LTE-driving.up	9.84	10028	9.91
